Date,Open,High,Low,Close,Volume,Index
15-Aug-07,65.78,66.43,65.57,66.13,5005600,337
16-Aug-07,65.49,65.81,63.47,64.68,15888100,338
17-Aug-07,64.56,65.73,64.56,65.01,3957600,339
20-Aug-07,65.06,65.4,64.78,65.12,3510700,340
21-Aug-07,65.18,65.3,64.73,65.07,3770300,341
22-Aug-07,65.22,65.53,65.17,65.4,3965700,342
23-Aug-07,65.64,65.8,65.13,65.31,2832500,343
24-Aug-07,65.42,66.21,65.31,66.11,3542800,344
27-Aug-07,66.01,66.05,65.86,65.98,1749000,345
28-Aug-07,65.95,66.1,65.48,65.59,3088500,346
29-Aug-07,65.89,66.2,65.73,66.07,4299400,347
30-Aug-07,65.87,66.1,65.63,65.8,2253700,348
31-Aug-07,66.61,66.77,66.46,66.52,3545600,349
4-Sep-07,66.74,67.66,66.59,67.44,6035100,350
5-Sep-07,67.35,67.62,67.18,67.56,5865600,351
6-Sep-07,67.92,69.08,67.89,68.86,14571700,352
7-Sep-07,69.26,70,69,69.39,11314100,353
10-Sep-07,69.96,69.96,68.73,69.62,6581600,354
11-Sep-07,69.86,70.7,69.52,70.52,10370600,355
12-Sep-07,70.5,70.63,69.83,70.46,7253100,356
13-Sep-07,70.07,70.26,69.61,70.08,4136900,357
14-Sep-07,69.9,70.97,69.86,69.99,6961000,358
17-Sep-07,70.4,71.24,70.35,70.97,6821800,359
18-Sep-07,71.2,72,70.4,71.7,13347100,360
19-Sep-07,71.74,71.8,71.25,71.43,9246000,361
20-Sep-07,72.15,73.1,71.95,72.72,10476300,362
21-Sep-07,72.65,73,71.47,72.34,8740700,363
24-Sep-07,72.57,72.63,71.82,72.28,5746700,364
25-Sep-07,71.82,72.59,71.64,72.33,4850400,365
26-Sep-07,72.25,72.93,71.85,72,9168800,366
27-Sep-07,72.65,72.8,72.17,72.7,5040300,367
28-Sep-07,73.19,73.8,72.74,73.51,6840600,368
1-Oct-07,73.49,73.98,73.29,73.9,4026200,369
2-Oct-07,72.45,72.68,71.63,72.35,9535000,370
3-Oct-07,72.25,72.65,71.35,71.9,7812700,371
4-Oct-07,71.8,73.06,71.24,72.87,7298000,372
5-Oct-07,72.8,73.64,71.88,73.4,8449700,373
8-Oct-07,72.66,72.89,72.28,72.53,3173900,374
9-Oct-07,72.29,73.3,71.98,73.09,6567400,375
10-Oct-07,73.6,73.82,72.63,73.36,4154400,376
11-Oct-07,73.98,74.59,73.28,73.91,9987400,377
12-Oct-07,73.93,74.59,73.75,74.59,3263400,378
15-Oct-07,74.99,75.2,74.49,75.14,6026700,379
16-Oct-07,74.87,75.45,73.78,75.12,6051500,380
17-Oct-07,75.31,75.66,74.31,74.5,8372600,381
18-Oct-07,75.38,76,75.33,76,4435900,382
19-Oct-07,76.09,76.29,74.51,75.7,8686100,383
22-Oct-07,74.09,74.77,73.84,74.6,7003600,384
23-Oct-07,75.11,75.26,74.63,75.23,2826000,385
24-Oct-07,74.84,75.59,74.79,75.52,5232800,386
25-Oct-07,75.94,76.62,75.06,76.03,5516000,387
26-Oct-07,76.87,77.74,76.67,77.69,6887000,388
29-Oct-07,78.27,78.32,77.65,78.12,6216900,389
30-Oct-07,77.66,77.66,77.01,77.35,4483300,390
31-Oct-07,77.78,78.95,76.89,78.62,8545100,391
1-Nov-07,78.4,78.9,77.5,77.93,6380100,392
2-Nov-07,78.55,79.9,77.48,79.83,9054300,393
5-Nov-07,79.68,80.24,79.11,79.75,4540200,394
6-Nov-07,81.03,81.52,80.7,81.43,6913300,395
7-Nov-07,83.21,83.24,81.33,82.24,13759700,396
8-Nov-07,82.43,83.63,81.73,82.23,16546100,397
9-Nov-07,81.79,82.63,81.22,82.18,5984200,398
12-Nov-07,80.41,80.44,78.25,78.3,15384800,399
13-Nov-07,79.4,79.93,77.86,79.12,10413900,400
14-Nov-07,80.21,80.68,79.91,80.28,4815500,401
15-Nov-07,79.18,79.5,77.3,77.95,9504000,402
16-Nov-07,78.34,78.85,77.17,77.75,6885300,403
19-Nov-07,77.84,78,76.11,77.24,5793800,404
20-Nov-07,78.03,80.04,77.3,79.47,10161300,405
21-Nov-07,79.3,79.55,78.56,79.36,6562400,406
23-Nov-07,80.04,81.61,80.02,81.25,4240700,407
26-Nov-07,82.25,82.25,81.13,81.3,6769500,408
27-Nov-07,80.7,80.89,79.81,80.1,6626800,409
28-Nov-07,79.42,79.87,78.76,79.57,9030500,410
29-Nov-07,79.28,79.33,78.28,78.28,8647800,411
30-Nov-07,78.35,78.6,76.98,77.32,7872100,412
3-Dec-07,77.39,78.3,77.3,78.28,5607000,413
4-Dec-07,78.63,79.62,78.57,79.4,6921700,414
